Date,CustomerName,Description,PartNo,DRNo,UnitPrice,Text56,OutQty,SellingUnitPrice,Amount
2/13/2015,,LED WIRE,UNI,55017,62.50,531.25,8.5,85.00,722.50
2/13/2015,,CENTER BOLT,10X100,55017,18.00,18,1,80.00,80.00
2/13/2015,818,EXHAUST PIPE W/ SPRING,37316,55018,1100.00,1100,1,1500.00,1500.00
2/13/2015,,BEARING,6303ZZ,55019,122.00,0,0,1801.00,0.00
2/13/2015,,EYE TERMINAL,42008,55020,3.00,12,4,5.00,20.00
2/13/2015,,AUTO WIRE,NO.8 MTR,55020,35.34,106.02,3,60.00,180.00
2/13/2015,,INSULATOR,42132,55020,9.00,36,4,15.00,60.00
2/13/2015,,EYE TERMINAL,42079,55020,2.90,11.6,4,5.00,20.00
2/13/2015,,BATTERY RELAY,BR-262,55020,520.00,520,1,750.00,750.00
2/13/2015,,CLEARANCE LIGHT,M-4,55020,30.00,150,5,50.00,250.00
2/13/2015,,AUTO WIRE,NO.12 MTR,55020,25.50,0,0,50.00,0.00
2/13/2015,,AUTO WIRE,NO.12 MTR,55020,25.50,255,10,40.00,400.00
2/13/2015,,INSULATOR,42071,55020,8.00,192,24,15.00,360.00
2/13/2015,,AUTO BULB,17328,55020,15.46,154.6,10,25.00,250.00
2/13/2015,,EYE TERMINAL,42140,55020,5.00,30,6,10.00,60.00
2/13/2015,J&R,RAD HOSE,10PCI UPPER,55021,456.00,456,1,700.00,700.00
2/13/2015,,COPPER WASHER,1016,55022,22.39,44.78,2,30.00,60.00
2/13/2015,STM,FOG LAMP,TZ-212-24,55023,375.00,375,1,500.00,500.00
2/13/2015,STM,HUB BOLT,UNI FRH,55023,120.00,720,6,190.00,1140.00
2/13/2015,,BRAKE LINING,CX-406,55024,151.25,302.5,2,250.00,500.00
2/13/2015,,WHEEL CUP,SC-80208R,55024,36.00,36,1,50.00,50.00
2/13/2015,,PRESTONE,900ML,55024,206.46,206.46,1,230.00,230.00
2/13/2015,J&R,RELEASE VALVE,MC820238-K,55025,320.00,320,1,400.00,400.00
2/13/2015,,HYDROVAC CUP,9,55026,26.10,52.2,2,50.00,100.00
2/13/2015,AMADO,BATTERY CABLE,UNI,55027,75.00,862.5,11.5,110.00,1265.00
2/13/2015,AMADO,MAGNETIC SWITCH,Y101,55028,120.00,120,1,400.00,400.00
2/13/2015,,HYDROVAC KIT,9323-3501,55029,2850.00,2850,1,3600.00,3600.00
2/13/2015,NDMS,U-BOLT,27X93X400,55030,573.75,573.75,1,750.00,750.00
2/14/2015,,RAD HOSE,6BB1 LOWER,55031,335.00,335,1,430.00,430.00
2/14/2015,,VILLAMOID GASKET,11689,55032,15.12,15.12,1,30.00,30.00
2/14/2015,,WD-40,SMALL,55034,120.00,120,1,150.00,150.00
2/14/2015,,BRAKE FLUID,900ML,55034,170.00,170,1,180.00,180.00
2/14/2015,,HUB BOLT,UNI RRH,55034,150.00,300,2,190.00,380.00
2/14/2015,J&J,TAPELON,UNI,55035,7.50,7.5,1,10.00,10.00
2/14/2015,J&J,MAGNETIC SWITCH,YANKEE,55035,405.00,405,1,600.00,600.00
2/14/2015,,MIRROR,E-548-9,55038,269.50,269.5,1,400.00,400.00
2/14/2015,,MIRROR,E-547,55038,280.00,280,1,400.00,400.00
2/14/2015,,LEAF SPRING,FK415 RR-2,55039,830.00,830,1,1200.00,1200.00
2/14/2015,,LEAF SPRING,FK415 RR-3,55039,780.00,780,1,1000.00,1000.00
2/14/2015,,SHOCK ABSORBER,3165,55039,500.00,500,1,700.00,700.00
2/14/2015,,MIRROR,E-361,55040,165.00,165,1,350.00,350.00
2/14/2015,,OIL,TOP ONE SYNTHETIC,55041,275.00,1375,5,310.00,1550.00
2/14/2015,,O-RING,NO.118,55042,4.00,16,4,25.00,100.00
2/14/2015,,WHEEL CUP,SC-80209R,55043,34.20,68.4,2,50.00,100.00
2/14/2015,,COPPER WASHER,1420,55044,18.00,54,3,30.00,90.00
2/14/2015,,GEAR OIL,SAE 140 GAL,55044,548.00,548,1,590.00,590.00
2/14/2015,,COPPER WASHER,1420,55045,18.00,36,2,35.00,70.00
2/14/2015,,COMPRESSOR RING,44455 STD,55045,400.00,400,1,600.00,600.00
2/14/2015,BONG,CLUTCH MASTER KIT,SK-82681,55046,432.00,432,1,750.00,750.00
2/14/2015,AMADO,CLUTCH BOOSTER CUP,SC81373R,55047,58.50,58.5,1,70.00,70.00
2/14/2015,AMADO,CLUTCH BOOSTER CUP,SC81363R,55047,36.00,36,1,70.00,70.00
2/14/2015,,OIL SEAL,46X102X10/16,55048,195.00,195,1,270.00,270.00
2/14/2015,,OIL SEAL,68X90X12,55048,85.00,170,2,140.00,280.00
2/14/2015,,WHEEL CUP,SC-30253R,55048,25.00,100,4,40.00,160.00
2/14/2015,,CLUTCH DISC,MFD-037,55049,6500.00,6500,1,9200.00,9200.00
2/14/2015,J&J,BEARING,32217,55050,1100.00,1100,1,1800.00,1800.00
2/14/2015,J&J,WHEEL CUP,SC-80207R,55050,36.00,360,10,50.00,500.00
2/14/2015,J&J,WHEEL CUP,SC-80209R,55050,34.20,342,10,50.00,500.00
2/14/2015,J&J,MIRROR,E-362,55050,165.00,165,1,300.00,300.00
2/14/2015,J&J,MIRROR,E-362,55050,154.00,154,1,300.00,300.00
2/14/2015,J&J,BUNDY TUBE,42071,55050,30.00,1500,50,40.00,2000.00
2/14/2015,J&J,BUNDY TUBE,42008,55050,12.80,640,50,25.00,1250.00
2/14/2015,J UMALI,BRAKE FLUID,900ML,55051,157.17,157.17,1,180.00,180.00
2/14/2015,J UMALI,WHEEL CUP,SC-80209R,55051,34.20,136.8,4,50.00,200.00
2/14/2015,J UMALI,TIRE WRENCH,41X21,55051,780.00,780,1,1300.00,1300.00
2/14/2015,J UMALI,ATF,UNI,55051,139.50,279,2,155.00,310.00
2/14/2015,J UMALI,BRAKE LINING,730,55051,220.00,880,4,350.00,1400.00
2/14/2015,J UMALI,LEAF SPRING,278 EHD-5,55051,570.00,570,1,850.00,850.00
2/14/2015,J UMALI,BOOGIE SHIM,ISUZU,55051,20.00,80,4,40.00,160.00
2/14/2015,,TORQUE ROD BOLT,79,55052,70.00,140,2,120.00,240.00
2/14/2015,,HUB BOLT,UNI RLH,55053,130.00,390,3,190.00,570.00
2/14/2015,NASH,HI-TEMP GREASE,2KG,55054,580.00,580,1,750.00,750.00
2/14/2015,J UMALI,SPRING PIN,48,55055,117.00,117,1,160.00,160.00
2/14/2015,J UMALI,SPRING PIN BUSHING,32X38X78,55055,67.00,134,2,120.00,240.00
2/14/2015,,BEARING,2788/20,55056,360.00,720,2,480.00,960.00
2/14/2015,AMADO,FUEL FILTER,F-1503,55057,138.75,138.75,1,250.00,250.00
2/14/2015,,OIL SEAL,70X135X14,55058,570.00,570,1,930.00,930.00
2/14/2015,PANGANIBAN,BEARING,6310,55059,668.00,1336,2,1000.00,2000.00
2/14/2015,,MAGNETIC SWITCH,YANKEE,55060,405.00,405,1,650.00,650.00
2/14/2015,NN,HYDRAULIC OIL,GAL,55061,420.00,1680,4,470.00,1880.00
2/14/2015,NN,BRAKE MASTER KIT,SK-81451,55061,640.00,640,1,980.00,980.00
2/14/2015,NN,BOLT,8X30,55061,1.78,7.12,4,5.00,20.00
2/14/2015,,ATF,UNI,55062,139.50,139.5,1,155.00,155.00
2/14/2015,WMLC,AIR FILTER,EA-566,55063,804.90,804.9,1,1250.00,1250.00
2/14/2015,WMLC,CLUTCH MASTER ASSY,47500-222,55063,630.00,630,1,1050.00,1050.00
2/14/2015,WMLC,HOSE CLAMP,42132,55063,5.80,5.8,1,10.00,10.00
2/14/2015,,SPRING,SA-224,55064,90.00,90,1,200.00,200.00
2/14/2015,,CLUTCH MASTER KIT,SK-81511,55064,225.00,225,1,350.00,350.00
2/14/2015,,ACCELERATOR CABLE,8DC9 3000,55065,190.00,190,1,350.00,350.00
2/14/2015,,FUSIBLE LINK,UNI,55066,35.00,35,1,100.00,100.00
2/14/2015,,BEARING,6306ZZ,55067,239.00,239,1,380.00,380.00
2/14/2015,MAGPANTAY,CLUTCH MASTER ASSY,MA-625257,55068,495.00,495,1,980.00,980.00
2/14/2015,MAGPANTAY,OIL SEAL,25X40X7.5,55068,227.00,227,1,400.00,400.00
2/15/2015,,AIR HORN,BHR-25,55051,1100.00,1100,1,1550.00,1550.00
2/15/2015,,BEARING,CT70B,55069,700.00,700,1,1100.00,1100.00
2/15/2015,,CLUTCH LEVER KIT,SCHD-141,55069,1800.00,1800,1,2900.00,2900.00
2/15/2015,,WHEEL CUP,SC-80463R,55070,25.00,100,4,40.00,160.00
2/15/2015,,WHEEL BOOTS,SC-20104,55071,23.40,46.8,2,40.00,80.00
2/15/2015,,WHEEL CUP,SC-80353R,55071,22.50,45,2,35.00,70.00
2/15/2015,,OIL SEAL,58X75X9,55072,90.00,90,1,150.00,150.00
2/15/2015,,OIL SEAL,40X58X8,55072,75.00,75,1,130.00,130.00
2/15/2015,,COPPER WASHER,1420,55073,18.74,74.96,4,30.00,120.00
2/15/2015,JEROLAN,BRAKE FLUID,900ML,55073,157.17,157.17,1,180.00,180.00
2/15/2015,,CLUTCH MASTER KIT,SK-81511,55073,225.00,225,1,350.00,350.00
2/15/2015,,FLAT WASHER,42006,55074,0.32,10.24,32,1.00,32.00
2/15/2015,NASH,OIL SEAL,350-X,55075,290.00,290,1,450.00,450.00
2/15/2015,NASH,AUTO BULB,17643,55075,20.00,200,10,25.00,250.00
2/15/2015,NASH,BRAKE LINING,730,55075,220.00,1320,6,375.00,2250.00
2/15/2015,NASH,HALOGEN BULB,H4 NARVA,55075,135.00,135,1,250.00,250.00
2/15/2015,STEELMASTER,BEARING,32310,55076,850.00,850,1,1450.00,1450.00
2/15/2015,STEELMASTER,HI-TEMP GREASE,500G,55076,150.00,150,1,180.00,180.00
2/15/2015,DEXTER,CLUTCH LEVER KIT,650,55077,1800.00,1800,1,2500.00,2500.00
2/15/2015,,BRAKE FLUID,300ML,55078,57.04,57.04,1,70.00,70.00
2/15/2015,,OIL,TOP ONE SYNTHETIC,55079,275.00,275,1,310.00,310.00
2/15/2015,DOMINGO,WD-40,SMALL,55080,120.00,120,1,150.00,150.00
2/15/2015,DOMINGO,TRUNION BUSHING,ISUZU,55080,250.00,500,2,400.00,800.00
2/15/2015,DOMINGO,TRUNION SHAFT,025-0,55080,4900.00,4900,1,5900.00,5900.00
2/15/2015,L UMALI,OIL FILTER,O-1012,55081,457.50,915,2,650.00,1300.00
2/15/2015,L UMALI,FUEL FILTER,FC-1005,55081,285.00,570,2,400.00,800.00
2/15/2015,L UMALI,OIL,LUB X-TREME PAIL,55081,2205.00,8820,4,2400.00,9600.00
2/15/2015,R UMALI,FLASHER RELAY,068600-1161,55082,1450.00,1450,1,1850.00,1850.00
2/15/2015,,O-RING,NO.121,55083,6.00,12,2,25.00,50.00
2/15/2015,,WHEEL CUP,SC-80209R,55084,34.20,136.8,4,50.00,200.00
2/15/2015,,WHEEL BOOTS,SC-6568,55084,25.44,101.76,4,50.00,200.00
2/15/2015,,BRAKE FLUID,900ML,55084,157.17,157.17,1,180.00,180.00
2/15/2015,NASH,CLEARANCE LIGHT,M-4,55085,30.00,180,6,50.00,300.00
2/15/2015,NASH,AUTO BULB,17643,55085,20.00,200,10,25.00,250.00
2/15/2015,NASH,TAPE,BIG,55085,22.00,22,1,30.00,30.00
2/15/2015,NASH,OIL SEAL,60X82X12,55085,140.00,140,1,300.00,300.00
2/15/2015,,RUBBER HOSE,42140,55085,28.00,56,2,75.00,150.00
2/15/2015,,BOLT,10X65,55086,5.50,22,4,10.00,40.00
2/15/2015,,LEAF SPRING,NKR F2,55087,535.00,535,1,900.00,900.00
2/15/2015,,CENTER BOLT,10X100,55087,18.00,18,1,60.00,60.00
2/15/2015,,AIR FILTER,EA-503,55087,108.00,108,1,180.00,180.00
2/15/2015,,BOLT,10x45,55087,3.80,7.6,2,5.00,10.00
2/15/2015,,RADIATOR ASSY,4BC2,55088,7110.00,7110,1,8100.00,8100.00
2/15/2015,,OIL,LUB PLUS LTR,55088,105.00,105,1,115.00,115.00
2/15/2015,,HYDROVAC CUP,9,55089,26.10,52.2,2,50.00,100.00
2/15/2015,B UMALI,EXHAUST PIPE W/ SPRING,37316,55090,1100.00,2200,2,1500.00,3000.00
2/15/2015,B UMALI,PRIMING PUMP,36647,55090,400.00,400,1,650.00,650.00
2/15/2015,B UMALI,HYDRAULIC OIL,GAL,55090,420.00,420,1,450.00,450.00
2/15/2015,,PLUG IN FUSE,UNI,55091,1.80,18,10,5.00,50.00
2/15/2015,METROPHIL,SPRING,A089-E,55092,14.00,56,4,70.00,280.00
2/15/2015,METROPHIL,TRANSMISSION BOOTS,CXM,55092,238.00,476,2,380.00,760.00
2/15/2015,NICHEN,OIL SEAL,68X90X10/18-N,55093,320.00,320,1,480.00,480.00
2/15/2015,NICHEN,GEAR OIL,SAE 140 GAL,55093,548.00,1096,2,590.00,1180.00
2/15/2015,NICHEN,AUTO WIRE,NO.16 MTR,55093,7.60,114,15,13.33,199.95
2/15/2015,NICHEN,WIPER BLADE,DTS-020N,55093,75.00,75,1,150.00,150.00
2/15/2015,NICHEN,EXHAUST PIPE GASKET,HD,55093,220.00,440,2,300.00,600.00
2/15/2015,NICHEN,FUSE HOLDER,PLUG-IN,55093,16.00,32,2,35.00,70.00
2/15/2015,NICHEN,GEAR OIL,SAE 140 LTR,55093,137.00,0,0,180.00,0.00
2/15/2015,NICHEN,SEALED BEAM,6001-K,55093,320.60,320.6,1,360.00,360.00
2/15/2015,NICHEN,MARKER LAMP,DL-045,55093,63.75,1020,16,100.00,1600.00
2/15/2015,NICHEN,SWITCH,2,55093,36.00,36,1,100.00,100.00
2/15/2015,NICHEN,TAIL LIGHT ASSY,ABAS-3,55093,1207.00,2414,2,1700.00,3400.00
2/15/2015,AMADO,ATF,UNI,55094,139.50,139.5,1,155.00,155.00
2/15/2015,AMADO,BRAKE FLUID,900ML,55094,157.17,157.17,1,180.00,180.00
2/15/2015,DELOS REYES,AIR DRYER ASSY,DR-31-K,55095,5000.00,5000,1,6300.00,6300.00
2/15/2015,,STARTER RELAY,SS-80,55096,400.00,400,1,600.00,600.00
2/15/2015,,EXHAUST PIPE GASKET,HD,55098,220.00,440,2,300.00,600.00
2/15/2015,,PLUG IN FUSE,UNI,55098,1.80,7.2,4,5.00,20.00
2/15/2015,,CLUTCH BOOSTER PISTON,4162,55099,180.00,180,1,250.00,250.00
2/15/2015,,TAPE,BIG,55099,22.00,22,1,30.00,30.00
2/15/2015,,ATF,UNI,55100,139.50,139.5,1,155.00,155.00
2/16/2015,,HEAD LIGHT ASSY,213-11180,42051,2000.00,2000,1,2600.00,2600.00
2/16/2015,R.UMALI,TIE ROD END,CXM,55082,1800.00,1800,1,2800.00,2800.00
2/16/2015,NOLI,BATTERY RELAY,BR-262,55101,520.00,520,1,730.00,730.00
2/16/2015,,CENTER BOLT,16X220,55102,51.00,51,1,130.00,130.00
2/16/2015,,LEAF SPRING,GIGA FRT-1 80X57,55102,1768.80,1768.8,1,2700.00,2700.00
2/16/2015,FD MAGPANTAY,THREAD LOCK,UNI,55103,75.00,75,1,150.00,150.00
2/16/2015,,BALL JOINT,8X8,55104,120.00,120,1,140.00,140.00
2/16/2015,,OIL SEAL,393-X,55105,345.00,345,1,450.00,450.00
2/16/2015,,WHEEL BOOTS,SC-6568,55105,25.44,25.44,1,50.00,50.00
2/16/2015,,BRAKE LINING,173,55105,168.75,337.5,2,385.00,770.00
2/16/2015,,BEARING,414245/10,55106,1100.00,1100,1,1800.00,1800.00
2/16/2015,,OIL SEAL,041-X,55106,195.00,195,1,350.00,350.00
2/16/2015,,BEARING,50KW01,55106,716.00,716,1,1700.00,1700.00
2/16/2015,,MULTIS 3,2KG,55106,395.00,395,1,450.00,450.00
2/16/2015,PRO,PROPELLER BOLT,95,55107,31.50,252,8,45.00,360.00
2/16/2015,,CLUTCH DISC,ISD-014,55108,2400.00,2400,1,3200.00,3200.00
2/16/2015,,FOG LAMP,V10,55109,238.00,238,1,380.00,380.00
2/16/2015,,BOLT,6x15MM,55109,0.67,4.02,6,5.00,30.00
2/16/2015,,BACK HORN,24V,55109,235.00,235,1,380.00,380.00
2/16/2015,,CABLE LOCK,CK-01,55110,9.34,46.7,5,20.00,100.00
2/16/2015,,BULB SOCKET,DOUBLE,55110,10.00,20,2,15.00,30.00
2/16/2015,,BOLT,10x45,55112,3.80,15.2,4,10.00,40.00
2/16/2015,,MULTIS 3,2KG,55113,395.00,395,1,450.00,450.00
2/16/2015,,WHEEL CUP,SC-80209R,55113,34.20,68.4,2,50.00,100.00
2/16/2015,,BEARING,6002ZZ,55114,45.00,45,1,120.00,120.00
2/16/2015,,CLEARANCE LIGHT,M-4,55115,30.00,240,8,50.00,400.00
2/16/2015,,AUTO BULB,17328,55116,15.46,154.6,10,25.00,250.00
2/16/2015,M LUSABIA,PRIMING PUMP,36647,55117,400.00,400,1,650.00,650.00
2/16/2015,NDMS,MIRROR,E-368,55118,120.00,120,1,200.00,200.00
2/16/2015,NDMS,WHEEL CUP,SC-80423R,55118,18.00,180,10,35.00,350.00
2/16/2015,,OIL SEAL,314-X,55118,200.00,200,1,280.00,280.00
2/16/2015,AMADO,ATF,UNI,55119,139.50,139.5,1,155.00,155.00
2/16/2015,,OIL SEAL,38,55120,40.50,40.5,1,90.00,90.00
2/16/2015,,HYDROVAC CUP,SC-375663,55120,36.00,36,1,90.00,90.00
2/16/2015,,CLUTCH BOOSTER CUP,SC81373R,55120,58.50,58.5,1,70.00,70.00
2/16/2015,,CLUTCH BOOSTER CUP,SC81363R,55120,36.00,36,1,70.00,70.00
2/16/2015,GLEN,CLUTCH BOOSTER CUP,SC81373R,55121,58.50,117,2,70.00,140.00
2/16/2015,GLEN,CLUTCH BOOSTER CUP,SC81363R,55121,36.00,72,2,70.00,140.00
2/16/2015,GLEN,GREASE FITTING,ELBOW,55121,6.00,36,6,10.00,60.00
2/16/2015,GLEN,CENTER BOLT,12X300-T,55121,46.00,92,2,150.00,300.00
2/16/2015,GLEN,WHEEL CUP,SC-80513R,55121,30.00,180,6,40.00,240.00
2/16/2015,GLEN,GEAR OIL,SAE 140 LTR,55121,137.00,274,2,150.00,300.00
2/16/2015,,CLUTCH BOOSTER CUP,SC81363R,55122,36.00,36,1,70.00,70.00
2/16/2015,,CLUTCH BOOSTER CUP,SC81373R,55122,58.50,58.5,1,70.00,70.00
2/16/2015,,CLEARANCE LIGHT,M-4,55123,30.00,60,2,50.00,100.00
2/16/2015,AMADO,WIPER BLADE,347-20,55123,130.00,130,1,180.00,180.00
2/16/2015,AMADO,CLEARANCE LIGHT,M-4,55123,30.00,0,0,100.00,0.00
2/16/2015,AMADO,BRAKE FLUID,900ML,55123,157.17,157.17,1,180.00,180.00
2/16/2015,,WD-40,SMALL,55124,120.00,120,1,150.00,150.00
2/16/2015,,INVERTED NUT,42008,55124,35.00,70,2,100.00,200.00
2/16/2015,,HUB BOLT,SPM FLH,55124,90.00,180,2,190.00,380.00
2/16/2015,NASH,TORQUE ROD BUSHING,MARUCHI,55125,500.00,2000,4,750.00,3000.00
2/16/2015,NASH,ATF,UNI,55125,139.50,139.5,1,155.00,155.00
2/16/2015,QUIMIO,FLAPS,10X20-A,55126,400.00,400,1,550.00,550.00
2/16/2015,QUIMIO,INTERIOR,10X20,55126,700.00,700,1,850.00,850.00
2/16/2015,STM,FUEL FILTER,EF-504,55127,38.37,38.37,1,70.00,70.00
2/16/2015,STM,OIL FILTER,EO-605,55127,75.78,75.78,1,100.00,100.00
2/16/2015,STM,SILICON GASKET,UNI,55127,73.00,73,1,110.00,110.00
2/16/2015,ROGEL CASTILLO,OIL,LUB PLUS LTR,55128,105.00,105,1,115.00,115.00
2/16/2015,ROGEL CASTILLO,PRESTONE,900ML,55128,206.46,206.46,1,230.00,230.00
2/16/2015,,SILICON GASKET,UNI,55129,73.00,73,1,110.00,110.00
2/16/2015,,BATTERY TERMINAL,UNI,55130,29.00,116,4,40.00,160.00
2/16/2015,,BOLT,6x25MM,55130,0.87,8.7,10,5.00,50.00
2/16/2015,AMADO,BRAKE FLUID,900ML,55131,157.17,157.17,1,180.00,180.00
2/16/2015,,SEAT BALL BUSH,118-0,55132,110.00,440,4,150.00,600.00
2/16/2015,,BRAKE FLUID,900ML,55133,157.17,157.17,1,180.00,180.00
2/16/2015,,CLUTCH BOOSTER CUP,SC81373R,55133,58.50,58.5,1,70.00,70.00
2/16/2015,,CLUTCH BOOSTER CUP,SC81363R,55133,36.00,36,1,70.00,70.00
2/16/2015,,WHEEL BOOTS,SC-20104,55134,23.40,46.8,2,50.00,100.00
2/16/2015,,BRAKE LINING,730,55134,220.00,880,4,375.00,1500.00
2/16/2015,,OIL SEAL,393-X,55135,345.00,345,1,430.00,430.00
2/16/2015,,BRAKE LINING,173,55135,168.75,337.5,2,350.00,700.00
2/16/2015,METROPHIL,CABLE TIE,UNI,55136,1.80,30.6,17,5.00,85.00
2/16/2015,METROPHIL,RUBBER HOSE,42071,55136,32.00,160,5,35.00,175.00
2/16/2015,,CROSS JOINT,GUIS-66,55137,475.00,475,1,750.00,750.00
2/16/2015,MAGPANTAY,DOOR LOCK,CXM,55138,400.00,400,1,550.00,550.00
2/16/2015,MAGPANTAY,DOOR HANDLE OUTSIDE,V-10,55138,375.00,375,1,550.00,550.00
2/16/2015,MAGPANTAY,HYDROVAC KIT,9323-3633,55138,2550.00,2550,1,3500.00,3500.00
2/16/2015,BONG,CAB SUPPORT,CXM,55139,350.00,700,2,600.00,1200.00
2/16/2015,PAGASPAG,LINK ARM BUSHING,-578877,55139,250.00,500,2,400.00,800.00
2/16/2015,PEREZ,SILICON GASKET,UNI,55140,73.00,146,2,110.00,220.00
2/16/2015,,OIL FILTER,EO-557,55140,81.66,163.32,2,100.00,200.00
2/16/2015,PEREZ,OIL SEAL,507-X,55140,702.00,702,1,950.00,950.00
2/16/2015,,OIL FILTER,EO-556,55140,346.50,346.5,1,550.00,550.00
2/16/2015,PEREZ,CYLINDER HEAD GASKET,S1563SS,55140,1050.00,2100,2,1550.00,3100.00
2/16/2015,PEREZ,OIL PAN GASKET,V-10,55140,220.00,220,1,320.00,320.00
2/16/2015,PEREZ,VALVE SEAL,V-10 NOK,55140,38.00,760,20,55.00,1100.00
2/16/2015,PEREZ,VALVE GUIDE,V-10,55140,45.00,900,20,75.00,1500.00
2/16/2015,,ATF,UNI,55141,139.50,139.5,1,155.00,155.00
2/16/2015,,ATF,UNI,55143,139.50,279,2,155.00,310.00
2/16/2015,,TORQUE ROD BOLT,79,55145,70.00,140,2,120.00,240.00
2/16/2015,,PROPELLER BOLT,320,55145,54.00,432,8,90.00,720.00
2/16/2015,,CENTER BOLT,16X260-T,55146,85.00,85,1,150.00,150.00
2/16/2015,,AIR TANK CHECK VALVE,4120,55146,480.00,480,1,650.00,650.00
2/16/2015,,BRAKE FLUID,300ML,55147,57.04,57.04,1,70.00,70.00
2/16/2015,,CLUTCH MASTER KIT,SK-81511,55147,225.00,225,1,350.00,350.00
2/16/2015,,CLUTCH BOOSTER KIT,9364-0452,55147,1100.00,1100,1,1600.00,1600.00
2/16/2015,,CENTER BOLT,10X100,55148,18.00,18,1,70.00,70.00
2/16/2015,,LEAF SPRING,SBR-4,55148,300.00,300,1,480.00,480.00
2/16/2015,,SPRING PIN BUSHING,NKR,55148,40.00,80,2,45.00,90.00
2/16/2015,NASH,TEMPERATURE GAUGE,ROX-144,55149,1150.00,1150,1,1600.00,1600.00
2/16/2015,NASH,BRAKE LINING,CX-406,55149,151.25,302.5,2,275.00,550.00
2/16/2015,NASH,TORQUE ROD BUSHING,MARUCHI,55149,500.00,2000,4,750.00,3000.00
2/16/2015,,CLUTCH BOOSTER CUP,SC81363R,55150,36.00,36,1,70.00,70.00
2/16/2015,,CLUTCH BOOSTER CUP,SC81373R,55150,58.50,58.5,1,70.00,70.00
2/16/2015,,COPPER WASHER,1218,55151,22.39,22.39,1,30.00,30.00
2/16/2015,,HOSE,42008,55151,3.09,37.08,12,15.00,180.00
2/16/2015,,FITTING,I04-12MJL,55151,27.00,54,2,145.00,290.00
2/16/2015,,FOOT BRAKE KIT,9324-2046,55153,1540.00,1540,1,2400.00,2400.00
2/17/2015,,OIL SEAL,I-3692,55129,765.00,765,1,1100.00,1100.00
2/17/2015,,MIRROR,E-548-9,55144,269.50,269.5,1,400.00,400.00
2/17/2015,,MULTIS 3,500G,55152,105.00,105,1,115.00,115.00
2/17/2015,CHARIS,OIL,LUB X-TREME GAL,55154,500.00,500,1,550.00,550.00
2/17/2015,,OIL,LUB PLUS LTR,55155,105.00,105,1,115.00,115.00
2/17/2015,QUIMIO,VILLAMOID GASKET,11689,55156,15.12,30.24,2,30.00,60.00
2/17/2015,QUIMIO,COPPER WASHER,814,55156,15.39,123.12,8,30.00,240.00
2/17/2015,QUIMIO,OIL,LUB X-TREME PAIL,55156,2205.00,2205,1,2800.00,2800.00
2/17/2015,QUIMIO,BATTERY TERMINAL,UNI,55156,29.00,116,4,40.00,160.00
2/17/2015,,BOLT,6x15MM,55157,0.67,2.68,4,5.00,20.00
2/17/2015,,BATTERY TERMINAL,UNI,55158,29.00,58,2,50.00,100.00
2/17/2015,,BATTERY LUG,UNI,55158,13.00,26,2,20.00,40.00
2/17/2015,STEELMASTER,PRESTONE,900ML,55159,206.46,206.46,1,230.00,230.00
2/17/2015,STEELMASTER,WIPER BLADE,DTS-020N,55159,75.00,225,3,180.00,540.00
2/17/2015,STEELMASTER,TAIL LIGHT ASSY,DL-144,55160,300.00,300,1,550.00,550.00
2/17/2015,J&R,RELEASE BEARING LOCK,UNI,55161,10.00,10,1,40.00,40.00
2/17/2015,,BEARING,6303ZZ,55162,122.00,122,1,190.00,190.00
2/17/2015,,BEARING,6306ZZ,55162,239.00,239,1,350.00,350.00
2/17/2015,AMADO,ATF,UNI,55163,139.50,139.5,1,155.00,155.00
2/17/2015,AMADO,BRAKE FLUID,900ML,55163,157.17,314.34,2,180.00,360.00
2/17/2015,GLEN TURGANO,TAPE,BIG,55165,22.00,22,1,30.00,30.00
2/17/2015,GLEN TURGANO,MARKER LAMP,DL-045,55165,63.75,255,4,100.00,400.00
2/17/2015,GLEN TURGANO,HOSE,42008,55165,3.09,49.44,16,18.75,300.00
2/17/2015,GLEN TURGANO,FITTING,I04-10MJL 1.0,55165,50.00,100,2,100.00,200.00
2/17/2015,GLEN TURGANO,AUTO WIRE,NO.16 MTR,55165,7.60,22.8,3,15.00,45.00
2/17/2015,ST JOSEPH,KING PIN KIT,KP-224,55166,3400.00,3400,1,4300.00,4300.00
2/17/2015,ST JOSEPH,TIE ROD END,SE-5351,55166,495.00,495,1,850.00,850.00
2/17/2015,BONG,BOLT,6x25MM,55167,0.87,8.7,10,5.00,50.00
2/17/2015,BONG,TORQUE ROD BOLT,81,55167,144.00,576,4,200.00,800.00
2/17/2015,,HYDROVAC CUP,SD-21004,55168,31.50,126,4,80.00,320.00
2/17/2015,,HYDROVAC CUP,SC-374758,55168,31.50,126,4,60.00,240.00
2/17/2015,,MULTIS 3,500G,55168,105.00,105,1,115.00,115.00
2/17/2015,,BOLT,8x45,55169,2.38,4.76,2,10.00,20.00
2/17/2015,,BATTERY TERMINAL,UNI,55169,31.20,93.6,3,40.00,120.00
2/17/2015,AMADO BALBA,BOLT,8x25MM,55171,1.59,4.77,3,5.00,15.00
2/17/2015,AMADO BALBA,CHECK VALVE,13315,55171,135.00,135,1,200.00,200.00
2/17/2015,,BEARING,6201ZZ,55173,79.00,158,2,130.00,260.00
2/17/2015,,EYE TERMINAL,42008,55174,3.00,6,2,10.00,20.00
